,G_x,AB,R,H,2B,3B,HR,RBI,SB_x,CS_x,BB,SO,IBB,HBP,SH,SF,GIDP,stint,G_y,GS,InnOuts,PO,A,E,DP,PB,SB_y,CS_y,salary,MinSalaries,adjSalary,adjMinSalaries,adjSalary2,Bavg,Slug,OBP,FPct,debutYear,seasonNum,yearID,playerID,Primary
8730,113,347,41,71,16,4,11,51.0,4.0,3.0,43,94.0,2.0,8.0,5.0,4.0,4.0,3.0,124.0,101.0,2754.0,434.0,115.0,1.0,18.0,11.0,26.0,11.0,6200000.0,390000.0,7055599.999999999,443819.99999999994,7055599.999999999,0.20461095100864554,0.3688760806916426,0.3034825870646766,0.9981818181818182,2001,8,2008,ingebr01,C
8731,161,562,71,129,16,1,27,84.0,2.0,5.0,54,170.0,1.0,17.0,1.0,3.0,12.0,1.0,161.0,157.0,4161.0,143.0,281.0,20.0,41.0,0.0,0.0,0.0,6300000.0,400000.0,7200900.0,457200.0,7200900.0,0.22953736654804271,0.40569395017793597,0.31446540880503143,0.954954954954955,2001,9,2009,ingebr01,3B
8732,144,514,47,127,28,5,13,70.0,4.0,3.0,54,134.0,4.0,5.0,0.0,7.0,12.0,1.0,144.0,138.0,3680.0,119.0,267.0,9.0,24.0,0.0,0.0,0.0,6600000.0,400000.0,7418400.000000001,449600.00000000006,7418400.000000001,0.24708171206225682,0.3968871595330739,0.32068965517241377,0.9772151898734177,2001,10,2010,ingebr01,3B
8733,102,269,29,53,10,2,3,23.0,1.0,1.0,24,74.0,0.0,2.0,5.0,3.0,9.0,1.0,99.0,77.0,2192.0,76.0,163.0,9.0,12.0,0.0,0.0,0.0,5500000.0,414000.0,5995000.0,451260.00000000006,5995000.0,0.1970260223048327,0.2825278810408922,0.2651006711409396,0.9637096774193549,2001,11,2011,ingebr01,3B
8734,83,303,33,66,14,0,12,54.0,0.0,1.0,24,91.0,1.0,1.0,0.0,3.0,8.0,4.0,82.0,79.0,2148.0,85.0,158.0,8.0,21.0,0.0,0.0,0.0,5500000.0,480000.0,5874000.0,512640.0,5874000.0,0.21782178217821782,0.38283828382838286,0.27492447129909364,0.9681274900398407,2001,12,2012,ingebr01,3B
8763,123,491,82,140,21,10,7,34.0,12.0,8.0,58,114.0,0.0,1.0,4.0,5.0,2.0,2.0,121.0,121.0,3154.0,81.0,199.0,7.0,18.0,0.0,0.0,0.0,1800000.0,380000.0,2127600.0,449160.0,2127600.0,0.285132382892057,0.41140529531568226,0.35855855855855856,0.975609756097561,2007,1,2007,iwamuak01,3B
8764,152,627,91,172,30,9,6,48.0,8.0,6.0,70,131.0,3.0,4.0,3.0,3.0,2.0,1.0,152.0,151.0,4011.0,284.0,397.0,7.0,109.0,0.0,0.0,0.0,2400000.0,390000.0,2731199.9999999995,443819.99999999994,2731199.9999999995,0.2743221690590112,0.379585326953748,0.3494318181818182,0.9898255813953488,2007,2,2008,iwamuak01,2B
8765,69,231,28,67,16,2,1,22.0,9.0,1.0,24,44.0,0.0,1.0,1.0,3.0,1.0,2.0,68.0,63.0,1669.0,115.0,163.0,6.0,37.0,0.0,0.0,0.0,3250000.0,400000.0,3714750.0,457200.0,3714750.0,0.29004329004329005,0.38961038961038963,0.3552123552123552,0.9788732394366197,2007,3,2009,iwamuak01,2B
8766,64,196,21,34,7,1,2,13.0,3.0,1.0,31,41.0,0.0,0.0,1.0,1.0,4.0,3.0,50.0,49.0,1266.0,86.0,105.0,4.0,27.0,0.0,0.0,0.0,4850000.0,400000.0,5451400.000000001,449600.00000000006,5451400.000000001,0.17346938775510204,0.25,0.2850877192982456,0.9794871794871794,2007,4,2010,iwamuak01,2B
8771,106,444,48,114,19,2,2,31.0,8.0,8.0,25,51.0,1.0,4.0,4.0,1.0,11.0,1.0,106.0,105.0,2754.0,145.0,327.0,11.0,61.0,0.0,0.0,0.0,2150000.0,316000.0,2698250.0,396579.99999999994,2698250.0,0.25675675675675674,0.32207207207207206,0.30168776371308015,0.9772256728778468,2001,5,2005,izturce01,SS
8772,54,192,14,47,9,1,1,18.0,1.0,4.0,12,14.0,3.0,2.0,1.0,1.0,4.0,5.0,52.0,47.0,1301.0,50.0,130.0,6.0,15.0,0.0,0.0,0.0,3200000.0,327000.0,3891200.0,397632.0,3891200.0,0.24479166666666666,0.3177083333333333,0.2946859903381642,0.967741935483871,2001,6,2006,izturce01,3B
8773,110,314,31,81,14,2,0,16.0,3.0,3.0,19,19.0,2.0,1.0,3.0,0.0,7.0,5.0,101.0,74.0,2114.0,99.0,207.0,8.0,53.0,0.0,0.0,0.0,4150000.0,380000.0,4905300.0,449160.0,4905300.0,0.25796178343949044,0.31528662420382164,0.3023952095808383,0.9745222929936306,2001,7,2007,izturce01,SS
8774,135,414,50,109,10,3,1,24.0,24.0,6.0,29,26.0,1.0,6.0,3.0,2.0,6.0,2.0,138.0,111.0,3051.0,173.0,373.0,11.0,77.0,0.0,0.0,0.0,2850000.0,390000.0,3243299.9999999995,443819.99999999994,3243299.9999999995,0.2632850241545894,0.30917874396135264,0.31929046563192903,0.9802513464991023,2001,8,2008,izturce01,SS
8775,114,387,34,99,14,4,2,30.0,12.0,4.0,18,38.0,0.0,3.0,4.0,0.0,11.0,1.0,112.0,107.0,2804.0,171.0,337.0,8.0,70.0,0.0,0.0,0.0,2400000.0,400000.0,2743200.0,457200.0,2743200.0,0.2558139534883721,0.3281653746770026,0.29411764705882354,0.9844961240310077,2001,9,2009,izturce01,SS
8776,150,473,42,109,13,1,1,28.0,11.0,5.0,25,53.0,1.0,6.0,7.0,2.0,11.0,1.0,150.0,142.0,3750.0,212.0,382.0,9.0,78.0,0.0,0.0,0.0,2600000.0,400000.0,2922400.0000000005,449600.00000000006,2922400.0000000005,0.23044397463002114,0.26849894291754756,0.2766798418972332,0.9850746268656716,2001,10,2010,izturce01,SS
8785,114,387,74,116,22,3,8,65.0,13.0,5.0,35,41.0,2.0,5.0,3.0,7.0,7.0,4.0,102.0,91.0,2452.0,150.0,236.0,4.0,64.0,0.0,0.0,0.0,1600000.0,400000.0,1828800.0,457200.0,1828800.0,0.2997416020671835,0.43410852713178294,0.35944700460829493,0.9897435897435898,2004,6,2009,izturma01,2B
8786,61,212,27,53,13,1,3,27.0,7.0,3.0,21,27.0,0.0,2.0,1.0,2.0,1.0,3.0,57.0,52.0,1366.0,49.0,123.0,2.0,16.0,0.0,0.0,0.0,2766666.0,400000.0,3109732.5840000003,449600.00000000006,3109732.5840000003,0.25,0.3632075471698113,0.3206751054852321,0.9885057471264368,2004,7,2010,izturma01,3B
8787,122,449,51,124,35,0,5,38.0,9.0,6.0,33,65.0,3.0,8.0,0.0,4.0,6.0,3.0,102.0,96.0,2569.0,138.0,256.0,8.0,44.0,0.0,0.0,0.0,3266666.0,414000.0,3560665.9400000004,451260.00000000006,3560665.9400000004,0.27616926503340755,0.38752783964365256,0.3340080971659919,0.9800995024875622,2004,8,2011,izturma01,2B
8788,100,289,35,74,11,0,2,20.0,17.0,2.0,25,38.0,0.0,2.0,3.0,0.0,10.0,3.0,85.0,70.0,1883.0,67.0,164.0,10.0,26.0,0.0,0.0,0.0,3966666.0,480000.0,4236399.288000001,512640.0,4236399.288000001,0.2560553633217993,0.314878892733564,0.31962025316455694,0.9585062240663901,2004,9,2012,izturma01,3B
8789,107,365,33,86,12,0,5,32.0,1.0,5.0,27,38.0,0.0,1.0,3.0,3.0,11.0,3.0,123.0,98.0,2637.0,113.0,216.0,10.0,39.0,0.0,0.0,0.0,3000000.0,490000.0,3156000.0,515480.0,3156000.0,0.2356164383561644,0.3095890410958904,0.2878787878787879,0.9705014749262537,2004,10,2013,izturma01,2B
8790,11,35,3,10,1,0,0,1.0,1.0,0.0,2,4.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,10.0,232.0,10.0,22.0,0.0,8.0,0.0,0.0,0.0,3000000.0,500000.0,3104999.9999999995,517499.99999999994,3104999.9999999995,0.2857142857142857,0.3142857142857143,0.32432432432432434,1.0,2004,11,2014,izturma01,2B
8794,129,552,99,150,30,7,12,49.0,8.0,4.0,52,129.0,0.0,4.0,3.0,3.0,12.0,1.0,129.0,127.0,3437.0,300.0,5.0,2.0,1.0,0.0,0.0,0.0,3500000.0,490000.0,3682000.0,515480.0,3682000.0,0.2717391304347826,0.4166666666666667,0.337152209492635,0.993485342019544,2010,4,2013,jacksau01,OF
8795,154,597,71,153,30,6,4,47.0,20.0,6.0,47,144.0,0.0,2.0,1.0,9.0,15.0,3.0,154.0,151.0,3978.0,378.0,4.0,6.0,2.0,0.0,0.0,0.0,6000000.0,500000.0,6209999.999999999,517499.99999999994,6209999.999999999,0.2562814070351759,0.34673366834170855,0.3083969465648855,0.9845360824742269,2010,5,2014,jacksau01,OF
8796,136,491,56,131,25,3,9,48.0,17.0,10.0,29,126.0,0.0,3.0,3.0,1.0,5.0,3.0,135.0,111.0,3146.0,302.0,3.0,4.0,2.0,0.0,0.0,0.0,7700000.0,507500.0,7961800.0,524755.0,7961800.0,0.2668024439918534,0.384928716904277,0.3110687022900763,0.9870550161812298,2010,6,2015,jacksau01,OF
8797,54,181,24,46,12,2,0,18.0,2.0,1.0,17,39.0,0.0,1.0,2.0,2.0,3.0,1.0,54.0,52.0,1395.0,118.0,3.0,2.0,2.0,0.0,0.0,0.0,5000000.0,507500.0,5105000.0,518157.49999999994,5105000.0,0.2541436464088398,0.3425414364640884,0.31840796019900497,0.983739837398374,2010,7,2016,jacksau01,OF
8805,85,284,32,66,9,0,16,45.0,0.0,2.0,23,106.0,1.0,0.0,0.0,1.0,5.0,1.0,47.0,45.0,1035.0,89.0,5.0,1.0,2.0,0.0,0.0,0.0,2410000.0,109000.0,4089769.9999999995,184972.99999999997,4089769.9999999995,0.2323943661971831,0.43309859154929575,0.288961038961039,0.9894736842105263,1986,8,1993,jacksbo01,OF
8816,30,99,8,18,4,0,1,14.0,5.0,0.0,11,16.0,0.0,0.0,0.0,0.0,1.0,2.0,29.0,25.0,667.0,77.0,1.0,2.0,5.0,0.0,0.0,0.0,3050000.0,400000.0,3486150.0,457200.0,3486150.0,0.18181818181818182,0.25252525252525254,0.2636363636363636,0.975,2005,5,2009,jacksco01,OF
8817,60,208,25,49,13,0,2,16.0,6.0,1.0,31,27.0,3.0,1.0,0.0,1.0,5.0,4.0,55.0,52.0,1377.0,122.0,5.0,1.0,4.0,0.0,0.0,0.0,3100000.0,400000.0,3484400.0000000005,449600.00000000006,3484400.0000000005,0.23557692307692307,0.3269230769230769,0.3360995850622407,0.9921875,2005,6,2010,jacksco01,OF
8818,114,352,32,86,17,1,5,43.0,3.0,1.0,32,53.0,0.0,3.0,0.0,3.0,13.0,9.0,112.0,88.0,2449.0,441.0,27.0,2.0,29.0,0.0,0.0,0.0,3200000.0,414000.0,3488000.0000000005,451260.00000000006,3488000.0000000005,0.24431818181818182,0.3409090909090909,0.31025641025641026,0.9957446808510638,2005,7,2011,jacksco01,1B
8826,77,263,19,55,9,0,6,26.0,0.0,2.0,10,75.0,0.0,0.0,6.0,1.0,9.0,3.0,72.0,69.0,1775.0,137.0,6.0,1.0,2.0,0.0,0.0,0.0,2100000.0,109000.0,3563699.9999999995,184972.99999999997,3563699.9999999995,0.20912547528517111,0.311787072243346,0.23722627737226276,0.9930555555555556,1985,9,1993,jacksda03,OF
8866,128,434,46,99,16,1,19,61.0,0.0,0.0,41,132.0,2.0,2.0,0.0,1.0,9.0,1.0,15.0,13.0,336.0,94.0,14.0,2.0,13.0,0.0,0.0,0.0,3275000.0,400000.0,3743325.0,457200.0,3743325.0,0.22811059907834103,0.4009216589861751,0.29707112970711297,0.9818181818181818,2005,5,2009,jacobmi02,1B
8874,46,162,25,40,7,0,11,26.0,1.0,0.0,25,40.0,1.0,3.0,0.0,2.0,6.0,1.0,27.0,26.0,669.0,220.0,14.0,2.0,26.0,0.0,0.0,0.0,3387500.0,150000.0,5172712.5,229050.0,5172712.5,0.24691358024691357,0.49382716049382713,0.3541666666666667,0.9915254237288136,1992,6,1997,jahajo01,1B
8875,73,216,29,45,6,1,7,38.0,1.0,3.0,49,66.0,3.0,6.0,0.0,2.0,5.0,1.0,57.0,55.0,1337.0,441.0,23.0,3.0,57.0,0.0,0.0,0.0,3387500.0,170000.0,5094800.0,255680.0,5094800.0,0.20833333333333334,0.3425925925925926,0.3663003663003663,0.9935760171306209,1992,7,1998,jahajo01,1B
8877,33,97,14,17,1,0,1,5.0,1.0,0.0,33,38.0,0.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750000.0,200000.0,3913250.0,284600.0,3913250.0,0.17525773195876287,0.21649484536082475,0.39849624060150374,0.0,1992,9,2000,jahajo01,DH
8878,12,45,2,4,3,0,0,8.0,0.0,0.0,6,15.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250000.0,200000.0,4498000.0,276800.0,4498000.0,0.08888888888888889,0.15555555555555556,0.19230769230769232,0.0,1992,10,2001,jahajo01,DH
8917,70,207,31,56,12,0,3,21.0,2.0,1.0,38,45.0,0.0,2.0,1.0,1.0,5.0,2.0,49.0,42.0,1096.0,270.0,12.0,3.0,1.0,0.0,28.0,4.0,1800000.0,490000.0,1893600.0,515480.0,1893600.0,0.27053140096618356,0.3719806763285024,0.3870967741935484,0.9894736842105263,2008,6,2013,jasojo01,C
8918,99,307,42,81,18,3,9,40.0,2.0,0.0,28,60.0,1.0,7.0,0.0,2.0,5.0,1.0,54.0,47.0,1173.0,338.0,10.0,1.0,0.0,1.0,32.0,4.0,2300000.0,500000.0,2380500.0,517499.99999999994,2380500.0,0.26384364820846906,0.42996742671009774,0.3372093023255814,0.997134670487106,2008,7,2014,jasojo01,C
8919,70,185,23,53,17,0,5,22.0,1.0,2.0,28,39.0,1.0,1.0,0.0,2.0,5.0,1.0,8.0,7.0,147.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3175000.0,507500.0,3282950.0,524755.0,3282950.0,0.2864864864864865,0.4594594594594595,0.37962962962962965,1.0,2008,8,2015,jasojo01,OF
8920,132,380,45,102,25,3,8,42.0,0.0,4.0,45,74.0,0.0,5.0,1.0,1.0,8.0,2.0,109.0,99.0,2248.0,749.0,46.0,5.0,81.0,0.0,0.0,0.0,4000000.0,507500.0,4083999.9999999995,518157.49999999994,4083999.9999999995,0.26842105263157895,0.4131578947368421,0.35266821345707655,0.99375,2008,9,2016,jasojo01,1B
8934,135,417,63,121,13,5,4,49.0,21.0,5.0,65,63.0,4.0,1.0,4.0,3.0,13.0,1.0,121.0,102.0,2843.0,217.0,0.0,3.0,1.0,0.0,0.0,0.0,1750000.0,170000.0,2632000.0,255680.0,2632000.0,0.290167865707434,0.37410071942446044,0.38477366255144035,0.9863636363636363,1984,15,1998,javiest01,OF
8935,132,397,61,113,19,2,3,34.0,16.0,7.0,38,63.0,4.0,1.0,8.0,2.0,6.0,3.0,112.0,92.0,2542.0,189.0,5.0,4.0,3.0,0.0,0.0,0.0,1750000.0,200000.0,2574249.9999999995,294200.0,2574249.9999999995,0.28463476070528965,0.36523929471032746,0.3470319634703196,0.9797979797979798,1984,16,1999,javiest01,OF
8942,140,413,52,125,16,3,3,46.0,6.0,3.0,28,78.0,3.0,20.0,3.0,4.0,17.0,1.0,125.0,109.0,2962.0,247.0,2.0,2.0,0.0,0.0,0.0,0.0,3250000.0,500000.0,3363749.9999999995,517499.99999999994,3363749.9999999995,0.3026634382566586,0.37772397094430993,0.3720430107526882,0.9920318725099602,2010,5,2014,jayjo02,OF
8943,79,210,25,44,5,1,1,10.0,0.0,2.0,19,36.0,5.0,11.0,3.0,2.0,7.0,1.0,64.0,53.0,1490.0,137.0,2.0,0.0,2.0,0.0,0.0,0.0,4125000.0,507500.0,4265250.0,524755.0,4265250.0,0.20952380952380953,0.2571428571428571,0.30578512396694213,1.0,2010,6,2015,jayjo02,OF
8944,90,347,49,101,26,1,2,26.0,2.0,0.0,19,78.0,0.0,6.0,1.0,0.0,5.0,1.0,86.0,82.0,2163.0,190.0,4.0,1.0,1.0,0.0,0.0,0.0,6225000.0,507500.0,6355724.999999999,518157.49999999994,6355724.999999999,0.2910662824207493,0.38904899135446686,0.3387096774193548,0.9948717948717949,2010,7,2016,jayjo02,OF
8952,142,544,89,186,24,3,16,83.0,46.0,9.0,62,32.0,7.0,2.0,0.0,4.0,15.0,2.0,141.0,139.0,3566.0,1281.0,77.0,9.0,115.0,0.0,0.0,0.0,2650000.0,109000.0,4497050.0,184972.99999999997,4497050.0,0.34191176470588236,0.4852941176470588,0.4084967320261438,0.9934162399414777,1987,7,1993,jeffegr01,1B
8953,103,397,52,129,27,1,12,55.0,12.0,5.0,45,26.0,12.0,1.0,0.0,4.0,9.0,1.0,102.0,100.0,2596.0,889.0,53.0,7.0,94.0,0.0,0.0,0.0,4600000.0,109000.0,7608400.000000001,180286.00000000003,7608400.000000001,0.3249370277078086,0.48866498740554154,0.39149888143176736,0.9926238145416227,1987,8,1994,jeffegr01,1B
8954,114,480,69,147,31,2,11,56.0,9.0,5.0,35,26.0,5.0,0.0,0.0,6.0,15.0,2.0,114.0,113.0,3009.0,579.0,36.0,3.0,54.0,0.0,0.0,0.0,3000000.0,109000.0,4827000.0,175381.0,4827000.0,0.30625,0.4479166666666667,0.3493282149712092,0.9951456310679612,1987,9,1995,jeffegr01,1B
8955,104,404,59,118,17,3,7,51.0,20.0,6.0,36,21.0,6.0,1.0,0.0,5.0,9.0,2.0,104.0,103.0,2650.0,522.0,39.0,1.0,38.0,0.0,0.0,0.0,5500000.0,122667.0,8596500.0,191728.521,8596500.0,0.29207920792079206,0.400990099009901,0.3475336322869955,0.998220640569395,1987,10,1996,jeffegr01,1B
8956,130,476,68,122,25,3,11,48.0,12.0,6.0,53,27.0,7.0,2.0,0.0,0.0,8.0,1.0,124.0,122.0,3065.0,211.0,5.0,3.0,2.0,0.0,0.0,0.0,5500000.0,150000.0,8398500.0,229050.0,8398500.0,0.25630252100840334,0.3907563025210084,0.3333333333333333,0.9863013698630136,1987,11,1997,jeffegr01,OF
8957,144,555,72,167,28,3,9,58.0,12.0,3.0,29,32.0,4.0,1.0,1.0,6.0,19.0,5.0,139.0,137.0,3243.0,216.0,9.0,1.0,2.0,0.0,0.0,0.0,6000000.0,170000.0,9024000.0,255680.0,9024000.0,0.3009009009009009,0.41081081081081083,0.3333333333333333,0.995575221238938,1987,12,1998,jeffegr01,OF
8959,41,142,18,39,8,0,2,14.0,0.0,2.0,16,10.0,1.0,0.0,0.0,2.0,7.0,4.0,41.0,36.0,897.0,188.0,52.0,1.0,25.0,0.0,0.0,0.0,3125000.0,200000.0,4446875.0,284600.0,4446875.0,0.2746478873239437,0.3732394366197183,0.34375,0.995850622406639,1987,14,2000,jeffegr01,1B
8966,136,489,74,156,33,1,13,67.0,1.0,2.0,24,93.0,5.0,7.0,1.0,3.0,17.0,1.0,12.0,8.0,240.0,74.0,5.0,2.0,9.0,0.0,0.0,0.0,1900000.0,150000.0,2901300.0,229050.0,2901300.0,0.31901840490797545,0.4703476482617587,0.3575525812619503,0.9753086419753086,1991,7,1997,jeffere01,1B
8967,62,196,24,60,16,1,8,31.0,0.0,0.0,21,40.0,2.0,1.0,0.0,1.0,7.0,1.0,7.0,4.0,120.0,37.0,4.0,2.0,2.0,0.0,0.0,0.0,3200000.0,170000.0,4812800.0,255680.0,4812800.0,0.30612244897959184,0.5204081632653061,0.3744292237442922,0.9534883720930233,1991,8,1998,jeffere01,1B
8968,83,206,21,57,13,1,5,17.0,0.0,0.0,17,54.0,0.0,2.0,0.0,0.0,9.0,1.0,2.0,0.0,15.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3400000.0,200000.0,5001400.0,294200.0,5001400.0,0.2766990291262136,0.4223300970873786,0.3377777777777778,1.0,1991,9,1999,jeffere01,1B
8987,67,243,35,59,17,1,10,29.0,1.0,2.0,22,60.0,1.0,6.0,0.0,1.0,8.0,1.0,66.0,65.0,1711.0,124.0,7.0,1.0,1.0,0.0,0.0,0.0,3187500.0,200000.0,4344562.500000001,272600.00000000006,4344562.500000001,0.24279835390946503,0.4444444444444444,0.31985294117647056,0.9924242424242424,1998,5,2002,jenkige01,OF
8988,124,487,81,144,30,2,28,95.0,0.0,0.0,58,120.0,10.0,6.0,0.0,3.0,12.0,1.0,123.0,122.0,3265.0,222.0,11.0,0.0,1.0,0.0,0.0,0.0,5187500.0,300000.0,6909749.999999999,399599.99999999994,6909749.999999999,0.29568788501026694,0.5379876796714579,0.37545126353790614,1.0,1998,6,2003,jenkige01,OF
8989,157,617,88,163,36,6,27,93.0,3.0,1.0,46,152.0,10.0,12.0,0.0,6.0,19.0,1.0,156.0,154.0,4086.0,261.0,10.0,1.0,3.0,0.0,0.0,0.0,8737500.0,300000.0,11341275.0,389400.0,11341275.0,0.26418152350081037,0.473257698541329,0.3245227606461087,0.9963235294117647,1998,7,2004,jenkige01,OF
8990,148,538,87,157,42,1,25,86.0,0.0,0.0,56,138.0,9.0,19.0,0.0,5.0,13.0,1.0,144.0,144.0,3724.0,307.0,10.0,5.0,7.0,0.0,0.0,0.0,7333333.0,316000.0,9203332.915,396579.99999999994,9203332.915,0.29182156133828996,0.5130111524163569,0.37540453074433655,0.984472049689441,1998,8,2005,jenkige01,OF
8991,147,484,62,131,26,1,17,70.0,4.0,1.0,56,129.0,8.0,11.0,0.0,4.0,9.0,1.0,133.0,126.0,3303.0,247.0,6.0,6.0,2.0,0.0,0.0,0.0,7833333.0,327000.0,9525332.928,397632.0,9525332.928,0.2706611570247934,0.43388429752066116,0.3567567567567568,0.9768339768339769,1998,9,2006,jenkige01,OF
8992,132,420,45,107,24,2,21,64.0,2.0,2.0,32,116.0,10.0,9.0,0.0,3.0,9.0,1.0,121.0,109.0,2921.0,242.0,7.0,3.0,2.0,0.0,0.0,0.0,7333333.0,380000.0,8667999.605999999,449160.0,8667999.605999999,0.25476190476190474,0.4714285714285714,0.31896551724137934,0.9880952380952381,1998,10,2007,jenkige01,OF
8993,115,293,27,72,16,0,9,29.0,1.0,1.0,24,68.0,5.0,1.0,0.0,4.0,6.0,1.0,90.0,72.0,1926.0,140.0,7.0,5.0,1.0,0.0,0.0,0.0,5000000.0,390000.0,5689999.999999999,443819.99999999994,5689999.999999999,0.24573378839590443,0.3924914675767918,0.30124223602484473,0.9671052631578947,1998,11,2008,jenkige01,OF
8999,28,97,9,26,2,1,1,7.0,5.0,3.0,8,17.0,0.0,1.0,0.0,2.0,2.0,1.0,26.0,26.0,675.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,3100000.0,507500.0,3205400.0,524755.0,3205400.0,0.26804123711340205,0.3402061855670103,0.32407407407407407,1.0,2010,6,2015,jennide01,OF
9000,65,200,22,40,7,1,7,20.0,2.0,0.0,21,58.0,0.0,2.0,1.0,1.0,4.0,1.0,62.0,54.0,1457.0,112.0,3.0,2.0,1.0,0.0,0.0,0.0,3300000.0,507500.0,3369299.9999999995,518157.49999999994,3369299.9999999995,0.2,0.35,0.28125,0.9829059829059829,2010,7,2016,jennide01,OF
9022,158,627,134,219,37,9,24,102.0,19.0,8.0,91,116.0,5.0,12.0,3.0,6.0,12.0,1.0,158.0,158.0,4187.0,230.0,391.0,14.0,87.0,0.0,0.0,0.0,5000000.0,200000.0,7354999.999999999,294200.0,7354999.999999999,0.3492822966507177,0.5518341307814992,0.4375,0.9779527559055118,1995,5,1999,jeterde01,SS
9023,148,593,119,201,31,4,15,73.0,22.0,4.0,68,99.0,4.0,12.0,3.0,3.0,14.0,1.0,148.0,148.0,3836.0,237.0,349.0,24.0,78.0,0.0,0.0,0.0,10000000.0,200000.0,14230000.0,284600.0,14230000.0,0.33895446880269814,0.4806070826306914,0.4156804733727811,0.9606557377049181,1995,6,2000,jeterde01,SS
9024,150,614,110,191,35,3,21,74.0,27.0,3.0,56,99.0,3.0,10.0,5.0,1.0,13.0,1.0,150.0,150.0,3937.0,212.0,343.0,15.0,68.0,0.0,0.0,0.0,12600000.0,200000.0,17438400.0,276800.0,17438400.0,0.31107491856677527,0.4804560260586319,0.37738619676945667,0.9736842105263158,1995,7,2001,jeterde01,SS
9025,157,644,124,191,26,0,18,75.0,32.0,3.0,73,114.0,2.0,7.0,3.0,3.0,14.0,1.0,156.0,156.0,4150.0,219.0,367.0,14.0,69.0,0.0,0.0,0.0,14600000.0,200000.0,19899800.000000004,272600.00000000006,19899800.000000004,0.296583850931677,0.42080745341614906,0.37276478679504815,0.9766666666666667,1995,8,2002,jeterde01,SS
9026,119,482,87,156,25,3,10,52.0,11.0,5.0,43,88.0,2.0,13.0,3.0,1.0,10.0,1.0,118.0,118.0,3101.0,159.0,271.0,14.0,51.0,0.0,0.0,0.0,15600000.0,300000.0,20779199.999999996,399599.99999999994,20779199.999999996,0.3236514522821577,0.45020746887966806,0.39332096474953615,0.9684684684684685,1995,9,2003,jeterde01,SS
9027,154,643,111,188,44,1,23,78.0,23.0,4.0,46,99.0,1.0,14.0,16.0,2.0,19.0,1.0,154.0,154.0,4025.0,273.0,392.0,13.0,96.0,0.0,0.0,0.0,18600000.0,300000.0,24142800.0,389400.0,24142800.0,0.29237947122861585,0.4712286158631415,0.3517730496453901,0.9808259587020649,1995,10,2004,jeterde01,SS
9028,159,654,122,202,25,5,19,70.0,14.0,5.0,77,117.0,3.0,11.0,7.0,3.0,15.0,1.0,157.0,157.0,4058.0,262.0,454.0,15.0,96.0,0.0,0.0,0.0,19600000.0,316000.0,24597999.999999996,396579.99999999994,24597999.999999996,0.308868501529052,0.44954128440366975,0.38926174496644295,0.9794801641586868,1995,11,2005,jeterde01,SS
9029,154,623,118,214,39,3,14,97.0,34.0,5.0,69,102.0,4.0,12.0,7.0,4.0,13.0,1.0,150.0,149.0,3877.0,214.0,381.0,15.0,81.0,0.0,0.0,0.0,20600000.0,327000.0,25049600.0,397632.0,25049600.0,0.3434991974317817,0.48314606741573035,0.4166666666666667,0.9754098360655737,1995,12,2006,jeterde01,SS
9030,156,639,102,206,39,4,12,73.0,15.0,8.0,56,100.0,3.0,14.0,3.0,2.0,21.0,1.0,155.0,154.0,3955.0,199.0,390.0,18.0,104.0,0.0,0.0,0.0,21600000.0,380000.0,25531200.0,449160.0,25531200.0,0.3223787167449139,0.4522691705790297,0.3881856540084388,0.9703459637561779,1995,13,2007,jeterde01,SS
9031,150,596,88,179,25,3,11,69.0,11.0,5.0,52,85.0,0.0,9.0,7.0,4.0,24.0,1.0,148.0,147.0,3776.0,220.0,347.0,12.0,69.0,0.0,0.0,0.0,21600000.0,390000.0,24580799.999999996,443819.99999999994,24580799.999999996,0.30033557046979864,0.4077181208053691,0.3630862329803328,0.9792746113989638,1995,14,2008,jeterde01,SS
9032,153,634,107,212,27,1,18,66.0,30.0,5.0,72,90.0,4.0,5.0,4.0,1.0,18.0,1.0,150.0,147.0,3782.0,206.0,340.0,8.0,75.0,0.0,0.0,0.0,21600000.0,400000.0,24688800.0,457200.0,24688800.0,0.334384858044164,0.46529968454258674,0.4058988764044944,0.9855595667870036,1995,15,2009,jeterde01,SS
9033,157,663,111,179,30,3,10,67.0,18.0,5.0,63,106.0,4.0,9.0,1.0,3.0,22.0,1.0,151.0,150.0,3911.0,182.0,365.0,6.0,94.0,0.0,0.0,0.0,22600000.0,400000.0,25402400.000000004,449600.00000000006,25402400.000000004,0.26998491704374056,0.3695324283559578,0.34010840108401086,0.9891500904159132,1995,16,2010,jeterde01,SS
