,G_x,AB,R,H,2B,3B,HR,RBI,SB_x,CS_x,BB,SO,IBB,HBP,SH,SF,GIDP,stint,G_y,GS,InnOuts,PO,A,E,DP,PB,SB_y,CS_y,salary,MinSalaries,adjSalary,adjMinSalaries,adjSalary2,Bavg,Slug,OBP,FPct,debutYear,seasonNum,yearID,playerID,Primary
17323,110,343,41,75,20,4,2,24.0,1.0,5.0,51,81.0,0.0,4.0,10.0,1.0,11.0,3.0,109.0,101.0,2643.0,141.0,321.0,18.0,74.0,0.0,0.0,0.0,3300000.0,200000.0,4695900.0,284600.0,4695900.0,0.21865889212827988,0.3177842565597668,0.3258145363408521,0.9625,1993,8,2000,stockke01,SS
17351,152,542,92,150,18,1,37,108.0,15.0,8.0,70,110.0,15.0,4.0,0.0,5.0,5.0,1.0,149.0,146.0,3789.0,268.0,10.0,3.0,4.0,0.0,0.0,0.0,1850000.0,100000.0,3470600.0,187600.0,3470600.0,0.2767527675276753,0.518450184501845,0.3607085346215781,0.9893238434163701,1983,8,1990,strawda01,OF
17352,139,505,86,134,22,4,28,99.0,10.0,8.0,75,125.0,4.0,3.0,0.0,5.0,8.0,1.0,136.0,136.0,3557.0,209.0,11.0,5.0,2.0,0.0,0.0,0.0,3800000.0,100000.0,6840000.0,180000.0,6840000.0,0.26534653465346536,0.4910891089108911,0.36054421768707484,0.9777777777777777,1983,9,1991,strawda01,OF
17353,43,156,20,37,8,0,5,25.0,3.0,1.0,19,34.0,4.0,1.0,0.0,1.0,2.0,1.0,42.0,41.0,1033.0,67.0,2.0,1.0,0.0,0.0,0.0,0.0,4050000.0,109000.0,7075350.0,190423.0,7075350.0,0.23717948717948717,0.38461538461538464,0.3220338983050847,0.9857142857142858,1983,10,1992,strawda01,OF
17354,32,100,12,14,2,0,5,12.0,1.0,0.0,16,19.0,1.0,2.0,0.0,2.0,1.0,1.0,29.0,29.0,714.0,37.0,1.0,4.0,0.0,0.0,0.0,0.0,3800000.0,109000.0,6448599.999999999,184972.99999999997,6448599.999999999,0.14,0.31,0.26666666666666666,0.9047619047619048,1983,11,1993,strawda01,OF
17355,29,92,13,22,3,1,4,17.0,0.0,3.0,19,22.0,4.0,0.0,0.0,2.0,2.0,1.0,27.0,27.0,629.0,61.0,1.0,2.0,1.0,0.0,0.0,0.0,3409000.0,109000.0,5638486.000000001,180286.00000000003,5638486.000000001,0.2391304347826087,0.42391304347826086,0.36283185840707965,0.96875,1983,12,1994,strawda01,OF
17356,32,87,15,24,4,1,3,13.0,0.0,0.0,10,22.0,1.0,2.0,0.0,0.0,0.0,1.0,11.0,10.0,222.0,18.0,2.0,2.0,1.0,0.0,0.0,0.0,5975000.0,109000.0,9613775.0,175381.0,9613775.0,0.27586206896551724,0.4482758620689655,0.36363636363636365,0.9090909090909091,1983,13,1995,strawda01,OF
17368,146,430,59,100,21,2,10,45.0,17.0,2.0,44,141.0,1.0,2.0,2.0,3.0,3.0,1.0,142.0,124.0,3372.0,258.0,6.0,6.0,1.0,0.0,0.0,0.0,2825000.0,490000.0,2971900.0,515480.0,2971900.0,0.23255813953488372,0.36046511627906974,0.3048016701461378,0.9777777777777777,2009,5,2013,stubbdr01,OF
17369,132,388,67,112,22,4,15,43.0,20.0,3.0,30,136.0,1.0,1.0,2.0,3.0,4.0,1.0,113.0,92.0,2505.0,215.0,7.0,7.0,1.0,0.0,0.0,0.0,4100000.0,500000.0,4243500.0,517499.99999999994,4243500.0,0.28865979381443296,0.48195876288659795,0.33886255924170616,0.9694323144104804,2009,6,2014,stubbdr01,OF
17370,78,123,20,24,4,2,5,10.0,5.0,1.0,14,60.0,1.0,1.0,2.0,0.0,1.0,3.0,64.0,26.0,874.0,60.0,2.0,0.0,0.0,0.0,0.0,0.0,5825000.0,507500.0,6023050.0,524755.0,6023050.0,0.1951219512195122,0.3821138211382114,0.2826086956521739,1.0,2009,7,2015,stubbdr01,OF
17379,103,362,48,77,16,2,11,38.0,13.0,4.0,35,71.0,3.0,2.0,0.0,5.0,4.0,2.0,96.0,92.0,2463.0,828.0,82.0,9.0,78.0,0.0,0.0,0.0,1866667.0,100000.0,3360000.6,180000.0,3360000.6,0.212707182320442,0.35911602209944754,0.28217821782178215,0.9902067464635473,1984,8,1991,stubbfr01,1B
17380,92,288,37,66,11,1,9,42.0,11.0,8.0,27,68.0,3.0,1.0,5.0,1.0,2.0,2.0,69.0,59.0,1659.0,525.0,63.0,8.0,44.0,0.0,0.0,0.0,2166667.0,109000.0,3785167.249,190423.0,3785167.249,0.22916666666666666,0.3680555555555556,0.29652996845425866,0.9865771812080537,1984,9,1992,stubbfr01,1B
17422,139,480,63,121,19,1,4,62.0,14.0,8.0,46,41.0,8.0,2.0,5.0,10.0,9.0,4.0,136.0,123.0,3311.0,699.0,74.0,6.0,25.0,5.0,58.0,39.0,2530000.0,109000.0,4419910.0,190423.0,4419910.0,0.2520833333333333,0.32083333333333336,0.3141263940520446,0.9922978177150192,1987,6,1992,surhobj01,C
17423,148,552,66,151,38,3,7,79.0,12.0,9.0,36,47.0,5.0,2.0,4.0,5.0,9.0,4.0,156.0,140.0,3709.0,175.0,220.0,18.0,21.0,0.0,0.0,1.0,2530000.0,109000.0,4293410.0,184972.99999999997,4293410.0,0.27355072463768115,0.391304347826087,0.3176470588235294,0.9564164648910412,1987,7,1993,surhobj01,3B
17424,40,134,20,35,11,2,5,22.0,0.0,1.0,16,14.0,0.0,0.0,2.0,2.0,5.0,4.0,41.0,35.0,935.0,121.0,29.0,4.0,12.0,0.0,10.0,2.0,2500000.0,109000.0,4135000.0000000005,180286.00000000003,4135000.0000000005,0.26119402985074625,0.48507462686567165,0.3355263157894737,0.974025974025974,1987,8,1994,surhobj01,3B
17427,147,528,80,150,30,4,18,88.0,1.0,1.0,49,60.0,14.0,5.0,3.0,10.0,7.0,3.0,139.0,131.0,3498.0,268.0,16.0,2.0,8.0,0.0,0.0,0.0,1616667.0,150000.0,2468650.509,229050.0,2468650.509,0.2840909090909091,0.4583333333333333,0.34459459459459457,0.993006993006993,1987,11,1997,surhobj01,OF
17428,162,573,79,160,34,1,22,92.0,9.0,7.0,49,81.0,9.0,1.0,1.0,10.0,13.0,2.0,158.0,147.0,3943.0,256.0,12.0,3.0,2.0,0.0,0.0,0.0,1716667.0,170000.0,2581867.168,255680.0,2581867.168,0.2792321116928447,0.4572425828970332,0.33175355450236965,0.988929889298893,1987,12,1998,surhobj01,OF
17429,162,673,104,207,38,1,28,107.0,5.0,1.0,43,78.0,1.0,2.0,1.0,8.0,15.0,2.0,150.0,147.0,3846.0,283.0,21.0,0.0,5.0,0.0,0.0,0.0,3705516.0,200000.0,5450814.035999999,294200.0,5450814.035999999,0.3075780089153046,0.4918276374442793,0.34710743801652894,1.0,1987,13,1999,surhobj01,OF
17430,147,539,69,157,36,2,14,68.0,10.0,2.0,41,58.0,3.0,3.0,2.0,2.0,10.0,3.0,134.0,134.0,3457.0,276.0,6.0,3.0,1.0,0.0,0.0,0.0,4146789.0,200000.0,5900880.747,284600.0,5900880.747,0.2912801484230056,0.44341372912801486,0.3435897435897436,0.9894736842105263,1987,14,2000,surhobj01,OF
17431,141,484,68,131,33,1,10,58.0,9.0,3.0,38,48.0,5.0,1.0,1.0,7.0,5.0,1.0,129.0,120.0,3165.0,200.0,8.0,3.0,0.0,0.0,0.0,0.0,4833333.0,200000.0,6689332.872,276800.0,6689332.872,0.2706611570247934,0.4049586776859504,0.32075471698113206,0.985781990521327,1987,15,2001,surhobj01,OF
17432,25,75,5,22,5,0,0,9.0,1.0,3.0,9,5.0,0.0,0.0,1.0,0.0,1.0,2.0,20.0,20.0,527.0,99.0,9.0,0.0,12.0,0.0,0.0,0.0,4500000.0,200000.0,6133500.000000001,272600.00000000006,6133500.000000001,0.29333333333333333,0.36,0.36904761904761907,1.0,1987,16,2002,surhobj01,1B
17454,157,692,127,242,34,8,8,69.0,56.0,14.0,30,53.0,10.0,8.0,4.0,4.0,3.0,1.0,152.0,148.0,3941.0,335.0,8.0,1.0,2.0,0.0,0.0,0.0,5666667.0,200000.0,7842667.1280000005,276800.0,7842667.1280000005,0.34971098265895956,0.45664739884393063,0.3814713896457766,0.997093023255814,2001,1,2001,suzukic01,OF
17455,157,647,111,208,27,8,8,51.0,31.0,15.0,68,62.0,27.0,5.0,3.0,5.0,8.0,1.0,152.0,149.0,3928.0,333.0,8.0,3.0,0.0,0.0,0.0,0.0,3696000.0,200000.0,5037648.000000001,272600.00000000006,5037648.000000001,0.321483771251932,0.4250386398763524,0.3875862068965517,0.9912790697674418,2001,2,2002,suzukic01,OF
17456,159,679,111,212,29,8,13,62.0,34.0,8.0,36,69.0,7.0,6.0,3.0,1.0,3.0,1.0,159.0,156.0,4101.0,337.0,12.0,2.0,4.0,0.0,0.0,0.0,4666667.0,300000.0,6216000.443999999,399599.99999999994,6216000.443999999,0.3122238586156112,0.43593519882179677,0.3518005540166205,0.9943019943019943,2001,3,2003,suzukic01,OF
17457,161,704,101,262,24,5,8,60.0,36.0,11.0,49,63.0,19.0,4.0,2.0,3.0,6.0,1.0,158.0,158.0,4216.0,372.0,12.0,3.0,2.0,0.0,0.0,0.0,6500000.0,300000.0,8437000.0,389400.0,8437000.0,0.3721590909090909,0.45454545454545453,0.4144736842105263,0.9922480620155039,2001,4,2004,suzukic01,OF
17458,162,679,111,206,21,12,15,68.0,33.0,8.0,48,66.0,23.0,4.0,2.0,6.0,5.0,1.0,158.0,158.0,4165.0,381.0,10.0,2.0,2.0,0.0,0.0,0.0,12500000.0,316000.0,15687499.999999998,396579.99999999994,15687499.999999998,0.30338733431516934,0.43593519882179677,0.35006784260515605,0.9949109414758269,2001,5,2005,suzukic01,OF
17459,161,695,110,224,20,9,9,49.0,45.0,2.0,49,71.0,16.0,5.0,1.0,2.0,2.0,1.0,159.0,158.0,4199.0,364.0,9.0,3.0,3.0,0.0,0.0,0.0,12500000.0,327000.0,15200000.0,397632.0,15200000.0,0.32230215827338127,0.4158273381294964,0.37017310252996005,0.9920212765957447,2001,6,2006,suzukic01,OF
17460,161,678,111,238,22,7,6,68.0,37.0,8.0,49,77.0,13.0,3.0,4.0,2.0,7.0,1.0,155.0,155.0,4018.0,424.0,8.0,1.0,3.0,0.0,0.0,0.0,12500000.0,380000.0,14775000.0,449160.0,14775000.0,0.35103244837758113,0.4306784660766962,0.39617486338797814,0.9976905311778291,2001,7,2007,suzukic01,OF
17461,162,686,103,213,20,7,6,42.0,43.0,4.0,51,65.0,12.0,5.0,3.0,4.0,8.0,1.0,160.0,159.0,4170.0,370.0,11.0,5.0,2.0,0.0,0.0,0.0,17102149.0,390000.0,19462245.562,443819.99999999994,19462245.562,0.3104956268221574,0.38629737609329445,0.3605898123324397,0.9870466321243523,2001,8,2008,suzukic01,OF
17462,146,639,88,225,31,4,11,46.0,26.0,9.0,32,71.0,15.0,4.0,2.0,1.0,1.0,1.0,145.0,145.0,3873.0,317.0,5.0,4.0,2.0,0.0,0.0,0.0,18000000.0,400000.0,20574000.0,457200.0,20574000.0,0.352112676056338,0.4647887323943662,0.386094674556213,0.9877300613496932,2001,9,2009,suzukic01,OF
17463,162,680,74,214,30,3,6,43.0,42.0,9.0,45,86.0,13.0,3.0,3.0,1.0,3.0,1.0,160.0,160.0,4236.0,354.0,7.0,4.0,1.0,0.0,0.0,0.0,18000000.0,400000.0,20232000.000000004,449600.00000000006,20232000.000000004,0.31470588235294117,0.3941176470588235,0.35939643347050754,0.989041095890411,2001,10,2010,suzukic01,OF
17464,161,677,80,184,22,3,5,47.0,40.0,7.0,39,69.0,13.0,0.0,1.0,4.0,11.0,1.0,151.0,151.0,3999.0,263.0,7.0,4.0,5.0,0.0,0.0,0.0,18000000.0,414000.0,19620000.0,451260.00000000006,19620000.0,0.2717872968980798,0.3353028064992615,0.30972222222222223,0.9854014598540146,2001,11,2011,suzukic01,OF
17465,162,629,77,178,28,6,9,55.0,29.0,7.0,22,61.0,5.0,2.0,5.0,5.0,12.0,3.0,156.0,148.0,4039.0,299.0,5.0,1.0,0.0,0.0,0.0,0.0,18000000.0,480000.0,19224000.0,512640.0,19224000.0,0.28298887122416533,0.38950715421303655,0.3069908814589666,0.9967213114754099,2001,12,2012,suzukic01,OF
17466,150,520,57,136,15,3,7,35.0,20.0,4.0,26,63.0,4.0,1.0,6.0,2.0,6.0,1.0,138.0,126.0,3400.0,254.0,5.0,3.0,0.0,0.0,0.0,0.0,6500000.0,490000.0,6838000.0,515480.0,6838000.0,0.26153846153846155,0.3423076923076923,0.29690346083788705,0.9885496183206107,2001,13,2013,suzukic01,OF
17467,143,359,42,102,13,2,1,22.0,15.0,3.0,21,68.0,1.0,1.0,2.0,2.0,3.0,1.0,128.0,94.0,2660.0,189.0,4.0,1.0,0.0,0.0,0.0,0.0,6500000.0,500000.0,6727499.999999999,517499.99999999994,6727499.999999999,0.2841225626740947,0.3398328690807799,0.3237597911227154,0.9948453608247423,2001,14,2014,suzukic01,OF
17468,153,398,45,91,5,6,1,21.0,11.0,5.0,31,51.0,1.0,0.0,5.0,4.0,8.0,2.0,110.0,88.0,2472.0,217.0,5.0,0.0,0.0,0.0,0.0,0.0,2000000.0,507500.0,2068000.0,524755.0,2068000.0,0.228643216080402,0.27889447236180903,0.2817551963048499,1.0,2001,15,2015,suzukic01,OF
17469,143,327,48,95,15,5,1,22.0,10.0,2.0,30,42.0,1.0,3.0,3.0,2.0,4.0,1.0,78.0,59.0,1726.0,125.0,6.0,1.0,1.0,0.0,0.0,0.0,2000000.0,507500.0,2041999.9999999998,518157.49999999994,2041999.9999999998,0.290519877675841,0.3761467889908257,0.35359116022099446,0.9924242424242424,2001,16,2016,suzukic01,OF
17475,134,460,54,109,26,0,14,44.0,2.0,2.0,38,64.0,1.0,7.0,3.0,7.0,14.0,1.0,129.0,127.0,3397.0,914.0,55.0,7.0,7.0,5.0,98.0,38.0,3437500.0,414000.0,3746875.0000000005,451260.00000000006,3746875.0000000005,0.23695652173913043,0.3847826086956522,0.30078125,0.992827868852459,2007,5,2011,suzukku01,C
17476,118,408,36,96,20,0,6,43.0,2.0,0.0,20,73.0,3.0,5.0,4.0,5.0,5.0,3.0,117.0,113.0,3042.0,815.0,61.0,5.0,7.0,6.0,65.0,28.0,5037500.0,480000.0,5380050.0,512640.0,5380050.0,0.23529411764705882,0.3284313725490196,0.2762557077625571,0.9943246311010215,2007,6,2012,suzukku01,C
17477,94,285,25,66,13,1,5,32.0,2.0,0.0,22,35.0,6.0,3.0,2.0,4.0,2.0,3.0,93.0,82.0,2244.0,621.0,35.0,6.0,5.0,3.0,57.0,8.0,6487500.0,490000.0,6824850.0,515480.0,6824850.0,0.23157894736842105,0.3368421052631579,0.2898089171974522,0.9909365558912386,2007,7,2013,suzukku01,C
17478,131,452,37,130,34,0,3,61.0,0.0,1.0,34,46.0,0.0,9.0,1.0,7.0,9.0,1.0,119.0,115.0,3053.0,737.0,39.0,4.0,1.0,3.0,64.0,21.0,2750000.0,500000.0,2846250.0,517499.99999999994,2846250.0,0.28761061946902655,0.3827433628318584,0.34462151394422313,0.9948717948717949,2007,8,2014,suzukku01,C
17479,131,433,36,104,17,0,5,50.0,0.0,0.0,29,59.0,4.0,7.0,6.0,4.0,14.0,1.0,130.0,123.0,3288.0,825.0,35.0,3.0,8.0,3.0,80.0,14.0,6000000.0,507500.0,6204000.0,524755.0,6204000.0,0.24018475750577367,0.3140877598152425,0.2959830866807611,0.996523754345307,2007,9,2015,suzukku01,C
17480,106,345,34,89,24,1,8,49.0,0.0,0.0,18,48.0,0.0,5.0,1.0,4.0,9.0,1.0,99.0,92.0,2391.0,679.0,28.0,5.0,2.0,1.0,52.0,12.0,6000000.0,507500.0,6125999.999999999,518157.49999999994,6125999.999999999,0.2579710144927536,0.4028985507246377,0.3010752688172043,0.9929775280898876,2007,10,2016,suzukku01,C
17519,159,618,105,206,30,0,29,144.0,8.0,3.0,71,67.0,5.0,15.0,0.0,13.0,15.0,1.0,114.0,114.0,2932.0,960.0,88.0,9.0,107.0,0.0,0.0,0.0,2250000.0,200000.0,3201750.0,284600.0,3201750.0,0.3333333333333333,0.5226537216828478,0.4072524407252441,0.9914853358561968,1995,6,2000,sweenmi01,1B
17520,147,559,97,170,46,0,29,99.0,10.0,3.0,64,64.0,13.0,2.0,1.0,6.0,13.0,1.0,108.0,108.0,2794.0,945.0,88.0,12.0,124.0,0.0,0.0,0.0,5000000.0,200000.0,6920000.000000001,276800.0,6920000.000000001,0.3041144901610018,0.5420393559928444,0.37400950871632327,0.9885167464114832,1995,7,2001,sweenmi01,1B
17521,126,471,81,160,31,1,24,86.0,9.0,7.0,61,46.0,10.0,6.0,0.0,7.0,9.0,1.0,102.0,101.0,2616.0,838.0,105.0,9.0,94.0,0.0,0.0,0.0,8000000.0,200000.0,10904000.000000002,272600.00000000006,10904000.000000002,0.33970276008492567,0.5626326963906582,0.41651376146788993,0.990546218487395,1995,8,2002,sweenmi01,1B
17522,108,392,62,115,18,1,16,83.0,3.0,2.0,64,56.0,5.0,2.0,0.0,5.0,13.0,1.0,45.0,45.0,1128.0,379.0,35.0,4.0,30.0,0.0,0.0,0.0,11000000.0,300000.0,14651999.999999998,399599.99999999994,14651999.999999998,0.29336734693877553,0.46683673469387754,0.39092872570194387,0.9904306220095693,1995,9,2003,sweenmi01,1B
17523,106,411,56,118,23,0,22,79.0,3.0,2.0,33,44.0,9.0,6.0,0.0,2.0,7.0,1.0,55.0,55.0,1413.0,467.0,36.0,4.0,44.0,0.0,0.0,0.0,11000000.0,300000.0,14278000.0,389400.0,14278000.0,0.2871046228710462,0.5036496350364964,0.3473451327433628,0.9921104536489151,1995,10,2004,sweenmi01,1B
17524,122,470,63,141,39,0,21,83.0,3.0,0.0,33,61.0,7.0,4.0,1.0,6.0,16.0,1.0,49.0,49.0,1258.0,441.0,29.0,1.0,29.0,0.0,0.0,0.0,11000000.0,316000.0,13804999.999999998,396579.99999999994,13804999.999999998,0.3,0.5170212765957447,0.3469785575048733,0.9978768577494692,1995,11,2005,sweenmi01,1B
17525,60,217,23,56,15,0,8,33.0,2.0,0.0,28,48.0,5.0,4.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000000.0,327000.0,13376000.0,397632.0,13376000.0,0.25806451612903225,0.4377880184331797,0.3492063492063492,0.0,1995,12,2006,sweenmi01,DH
17526,74,265,26,69,15,1,7,38.0,0.0,0.0,17,29.0,4.0,5.0,0.0,2.0,9.0,1.0,6.0,6.0,118.0,40.0,2.0,1.0,5.0,0.0,0.0,0.0,11000000.0,380000.0,13002000.0,449160.0,13002000.0,0.26037735849056604,0.4037735849056604,0.314878892733564,0.9767441860465116,1995,13,2007,sweenmi01,1B
17536,63,204,22,53,19,2,0,16.0,0.0,0.0,12,43.0,0.0,1.0,1.0,1.0,1.0,1.0,61.0,50.0,1402.0,111.0,3.0,2.0,2.0,0.0,0.0,0.0,1750000.0,480000.0,1869000.0,512640.0,1869000.0,0.25980392156862747,0.37254901960784315,0.30275229357798167,0.9827586206896551,2006,7,2012,sweenry01,OF
17546,153,497,86,109,21,1,24,69.0,3.0,3.0,82,135.0,6.0,4.0,1.0,4.0,14.0,2.0,168.0,143.0,3757.0,641.0,35.0,7.0,52.0,0.0,0.0,0.0,3600000.0,390000.0,4096799.9999999995,443819.99999999994,4096799.9999999995,0.2193158953722334,0.4104627766599598,0.3321976149914821,0.9897510980966325,2004,5,2008,swishni01,OF
17547,150,498,84,124,35,1,29,82.0,0.0,0.0,97,126.0,2.0,3.0,3.0,6.0,13.0,3.0,155.0,140.0,3581.0,338.0,7.0,6.0,8.0,0.0,0.0,0.0,5400000.0,400000.0,6172200.0,457200.0,6172200.0,0.24899598393574296,0.4979919678714859,0.3708609271523179,0.9829059829059829,2004,6,2009,swishni01,OF
17548,150,566,91,163,33,3,29,89.0,1.0,2.0,58,139.0,0.0,6.0,3.0,2.0,13.0,2.0,140.0,132.0,3372.0,284.0,12.0,4.0,3.0,0.0,0.0,0.0,6850000.0,400000.0,7699400.000000001,449600.00000000006,7699400.000000001,0.2879858657243816,0.5106007067137809,0.35917721518987344,0.9866666666666667,2004,7,2010,swishni01,OF
17549,150,526,81,137,30,0,23,85.0,2.0,2.0,95,125.0,6.0,5.0,1.0,8.0,18.0,2.0,152.0,143.0,3703.0,302.0,11.0,1.0,5.0,0.0,0.0,0.0,9100000.0,414000.0,9919000.0,451260.00000000006,9919000.0,0.26045627376425856,0.44866920152091255,0.37381703470031546,0.9968152866242038,2004,8,2011,swishni01,OF
17550,148,537,75,146,36,0,24,93.0,2.0,3.0,77,141.0,2.0,4.0,1.0,5.0,9.0,2.0,150.0,134.0,3500.0,469.0,22.0,6.0,23.0,0.0,0.0,0.0,10250000.0,480000.0,10947000.0,512640.0,10947000.0,0.2718808193668529,0.4729981378026071,0.36436597110754415,0.9879275653923542,2004,9,2012,swishni01,OF
17551,145,549,74,135,27,2,22,63.0,1.0,0.0,77,138.0,3.0,4.0,0.0,4.0,11.0,2.0,139.0,127.0,3328.0,853.0,90.0,9.0,71.0,0.0,0.0,0.0,11000000.0,490000.0,11572000.0,515480.0,11572000.0,0.2459016393442623,0.4225865209471767,0.34069400630914826,0.990546218487395,2004,10,2013,swishni01,1B
17552,97,360,33,75,20,0,8,42.0,0.0,0.0,36,111.0,0.0,0.0,1.0,4.0,7.0,2.0,58.0,58.0,1509.0,407.0,39.0,9.0,42.0,0.0,0.0,0.0,15000000.0,500000.0,15524999.999999998,517499.99999999994,15524999.999999998,0.20833333333333334,0.33055555555555555,0.2775,0.9802197802197802,2004,11,2014,swishni01,1B
17553,76,219,14,43,9,0,6,25.0,0.0,0.0,35,54.0,1.0,3.0,0.0,3.0,9.0,5.0,39.0,36.0,879.0,133.0,5.0,2.0,12.0,0.0,0.0,0.0,15000000.0,507500.0,15510000.0,524755.0,15510000.0,0.1963470319634703,0.319634703196347,0.31153846153846154,0.9857142857142858,2004,12,2015,swishni01,OF
17562,80,174,14,49,5,2,0,17.0,1.0,2.0,7,26.0,0.0,2.0,1.0,2.0,12.0,1.0,50.0,34.0,921.0,54.0,3.0,0.0,0.0,0.0,0.0,0.0,3000000.0,500000.0,3104999.9999999995,517499.99999999994,3104999.9999999995,0.28160919540229884,0.3333333333333333,0.31351351351351353,1.0,2010,5,2014,tabatjo01,OF
17563,27,38,2,11,0,0,0,4.0,0.0,1.0,2,7.0,0.0,1.0,0.0,0.0,3.0,1.0,8.0,5.0,130.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,507500.0,4136000.0,524755.0,4136000.0,0.2894736842105263,0.2894736842105263,0.34146341463414637,1.0,2010,6,2015,tabatjo01,OF
17602,88,313,41,84,19,0,15,60.0,1.0,1.0,36,93.0,0.0,0.0,0.0,3.0,9.0,1.0,52.0,52.0,1248.0,81.0,1.0,3.0,0.0,0.0,0.0,0.0,1650000.0,100000.0,3095400.0,187600.0,3095400.0,0.268370607028754,0.4728434504792332,0.3409090909090909,0.9647058823529412,1984,7,1990,tartada01,OF
17603,132,484,78,153,35,3,31,100.0,6.0,3.0,65,121.0,6.0,3.0,0.0,5.0,9.0,1.0,124.0,124.0,3107.0,190.0,4.0,7.0,0.0,0.0,0.0,0.0,2250000.0,100000.0,4050000.0,180000.0,4050000.0,0.31611570247933884,0.5929752066115702,0.39676840215439857,0.9651741293532339,1984,8,1991,tartada01,OF
17604,123,421,72,112,19,0,25,85.0,2.0,2.0,103,115.0,14.0,0.0,0.0,2.0,7.0,1.0,69.0,68.0,1826.0,142.0,3.0,3.0,1.0,0.0,0.0,0.0,5300000.0,109000.0,9259100.0,190423.0,9259100.0,0.2660332541567696,0.48931116389548696,0.40874524714828897,0.9797297297297297,1984,9,1992,tartada01,OF
17605,138,513,87,128,33,2,31,102.0,0.0,0.0,92,156.0,9.0,2.0,0.0,4.0,8.0,1.0,50.0,49.0,1302.0,88.0,3.0,2.0,2.0,0.0,0.0,0.0,5050000.0,109000.0,8569850.0,184972.99999999997,8569850.0,0.24951267056530213,0.5029239766081871,0.36333878887070375,0.978494623655914,1984,10,1993,tartada01,OF
17606,104,399,68,102,24,1,19,67.0,1.0,1.0,66,111.0,3.0,1.0,0.0,4.0,11.0,1.0,26.0,26.0,672.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,4550000.0,109000.0,7525700.000000001,180286.00000000003,7525700.000000001,0.2556390977443609,0.46365914786967416,0.3595744680851064,1.0,1984,11,1994,tartada01,OF
17607,83,280,34,66,16,0,8,35.0,0.0,2.0,43,82.0,1.0,1.0,0.0,4.0,9.0,3.0,19.0,17.0,420.0,28.0,1.0,0.0,1.0,0.0,0.0,0.0,5300000.0,109000.0,8527700.0,175381.0,8527700.0,0.2357142857142857,0.37857142857142856,0.3353658536585366,1.0,1984,12,1995,tartada01,OF
17608,132,472,58,120,23,3,27,101.0,1.0,2.0,64,128.0,4.0,0.0,0.0,5.0,10.0,1.0,122.0,121.0,2981.0,253.0,4.0,7.0,1.0,0.0,0.0,0.0,5300000.0,122667.0,8283900.000000001,191728.521,8283900.000000001,0.2542372881355932,0.4872881355932203,0.34011090573012936,0.9734848484848485,1984,13,1996,tartada01,OF
17609,3,7,2,0,0,0,0,0.0,0.0,0.0,4,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,63.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,150000.0,3054000.0,229050.0,3054000.0,0.0,0.0,0.36363636363636365,1.0,1984,14,1997,tartada01,OF
17616,41,145,20,37,9,0,2,11.0,0.0,0.0,16,43.0,0.0,4.0,0.0,3.0,5.0,1.0,41.0,40.0,1019.0,18.0,54.0,9.0,2.0,0.0,0.0,0.0,2750000.0,200000.0,3806000.0000000005,276800.0,3806000.0000000005,0.25517241379310346,0.3586206896551724,0.3392857142857143,0.8888888888888888,1997,5,2001,tatisfe01,3B
17617,114,381,43,87,18,1,15,55.0,2.0,2.0,35,90.0,1.0,8.0,1.0,5.0,15.0,1.0,99.0,99.0,2495.0,59.0,180.0,13.0,17.0,0.0,0.0,0.0,4500000.0,200000.0,6133500.000000001,272600.00000000006,6133500.000000001,0.2283464566929134,0.3989501312335958,0.30303030303030304,0.9484126984126984,1997,6,2002,tatisfe01,3B
